date,headline,release,url,text
23-Mar-20,Federal Reserve issues FOMC statement,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200323a.htm,"The Federal Reserve is committed to use its full range of tools to support the U.S. economy in this challenging time and thereby promote its maximum employment and price stability goals. The Federal Open Market Committee is taking further actions to support the flow of credit to households and businesses by addressing strains in the markets for Treasury securities and agency mortgage-backed securities. The Federal Reserve will continue to purchase Treasury securities and agency mortgage-backed securities in the amounts needed to support smooth market functioning and effective transmission of monetary policy to broader financial conditions. The Committee will include purchases of agency commercial mortgage-backed securities in its agency mortgage-backed security purchases. In addition, the Open Market Desk will continue to offer large-scale overnight and term repurchase agreement operations. The Committee will continue to closely monitor market conditions, and will assess the appropriate pace of its securities purchases at future meetings. Voting (by notation) for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; Loretta J. Mester; and Randal K. Quarles. In a related set of actions, the Federal Reserve announced additional measures to support the flow of credit to households and businesses. More information can be found on the Federal Reserve Board's website. In connection with these plans, the Committee voted unanimously to authorize and direct the Federal Reserve Bank of New York, until instructed otherwise, to execute transactions in the System Open Market Account in accordance with the following domestic policy directive: ""Effective March 23, 2020, the Federal Open Market Committee directs the Desk to undertake open market operations as necessary to maintain the federal funds rate in a target range of 0 to 1/4 percent. The Committee directs the Desk to increase the System Open Market Account holdings of Treasury securities and agency mortgage-backed securities (MBS) in the amounts needed to support the smooth functioning of markets for Treasury securities and agency MBS. The Committee also directs the Desk to include purchases of agency commercial mortgage-backed securities in its agency mortgage-backed security purchases. The Committee also directs the Desk to continue conducting term and overnight repurchase agreement operations to ensure that the supply of reserves remains ample and to support the smooth functioning of short-term U.S. dollar funding markets. In addition, the Committee directs the Desk to conduct overnight reverse repurchase operations (and reverse repurchase operations with maturities of more than one day when necessary to accommodate weekend, holiday, or similar trading conventions) at an offering rate of 0.00 percent, in amounts limited only by the value of Treasury securities held outright in the System Open Market Account that are available for such operations and by a per-counterparty limit of $30 billion per day. The Committee directs the Desk to continue rolling over at auction all principal payments from the Federal Reserve's holdings of Treasury securities and to reinvest all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities received during each calendar month in agency mortgage-backed securities. Small deviations from these amounts for operational reasons are acceptable. The Committee also directs the Desk to engage in dollar roll and coupon swap transactions as necessary to facilitate settlement of the Federal Reserve's agency mortgage-backed securities transactions."""
22-Mar-20,Agencies provide additional information to encourage financial institutions to work with borrowers affected by COVID-19,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200322a.htm,"The federal financial institution regulatory agencies and the state banking regulators issued an interagency statement encouraging financial institutions to work constructively with borrowers affected by COVID-19 and providing additional information regarding loan modifications. The agencies encourage financial institutions to work with borrowers, will not criticize institutions for doing so in a safe and sound manner, and will not direct supervised institutions to automatically categorize loan modifications as troubled debt restructurings (TDRs). The joint statement also provides supervisory views on past-due and nonaccrual regulatory reporting of loan modification programs. The agencies view prudent loan modification programs offered to financial institution customers affected by COVID-19 as positive and proactive actions that can manage or mitigate adverse impacts on borrowers, and lead to improved loan performance and reduced credit risk. The statement reminds institutions that not all modifications of loan terms result in a TDR. Short-term modifications made on a good faith basis in response to COVID-19 to borrowers who were current prior to any relief are not TDRs. This includes short-term—for example, six months—modifications such as payment deferrals, fee waivers, extensions of repayment terms, or other delays in payment that are insignificant. The agencies' examiners will exercise judgment in reviewing loan modifications, including TDRs, and will not automatically adversely risk rate credits that are affected, including those considered TDRs. Regardless of whether modifications are considered TDRs or are adversely classified, agency examiners will not criticize prudent efforts to modify terms on existing loans for affected customers."
20-Mar-20,Federal Reserve Board expands its program of support for flow of credit to the economy by taking steps to enhance liquidity and functioning of crucial state and municipal money markets,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200320b.htm,"The Federal Reserve Board on Friday expanded its program of support for the flow of credit to the economy by taking steps to enhance the liquidity and functioning of crucial state and municipal money markets. Through the Money Market Mutual Fund Liquidity Facility, or MMLF, the Federal Reserve Bank of Boston will now be able to make loans available to eligible financial institutions secured by certain high-quality assets purchased from single state and other tax-exempt municipal money market mutual funds."
19-Mar-20,Federal Reserve Board encouraged by increase in discount window borrowing to support the flow of credit to households and businesses,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200319c.htm,"The Federal Reserve Board is encouraged by the notable increase in discount window borrowing this week with banks demonstrating a willingness to use the discount window as a source of funding to support the flow of credit to households and businesses. This uptick follows the recent changes to the discount window announced by the Federal Reserve and the federal banking regulators' recent statement encouraging financial institutions to use the discount window. In that statement, the Federal Reserve and other federal regulatory agencies underscored the role of the discount window. By providing ready access to funding, the discount window helps depository institutions manage their liquidity risks efficiently and avoid actions that have negative consequences for their customers, such as withdrawing credit during times of market stress. The Federal Reserve welcomes continued use of the discount window by banks to help them channel credit to households and businesses. The Federal Reserve Board publishes aggregate borrowing information on a weekly basis in its Factors Affecting Reserve Balances (H.4.1) statistical release."
19-Mar-20,Federal bank regulatory agencies issue interim final rule for Money Market Liquidity Facility,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200319a.htm,"To support the flow of credit to households and businesses, the federal bank regulatory agencies today announced an interim final rule to ensure that financial institutions will be able to effectively use a liquidity facility recently launched by the Federal Reserve Board. The Board launched the Money Market Mutual Fund Liquidity Facility, or MMLF, yesterday to enhance the liquidity and functioning of money markets and to support the economy. The interim final rule modifies the agencies' capital rules so that financial institutions receive credit for the low risk of their MMLF activities, reflecting the fact that institutions would be taking no credit or market risk in association with such activities. The change only applies to activities with the MMLF. The rule is effective immediately and comments will be accepted for 45 days after publication in the Federal Register."
18-Mar-20,Federal Reserve Board broadens program of support for the flow of credit to households and businesses by establishing a Money Market Mutual Fund Liquidity Facility (MMLF),Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200318a.htm,"The Federal Reserve Board on Wednesday broadened its program of support for the flow of credit to households and businesses by taking steps to enhance the liquidity and functioning of crucial money markets. Through the establishment of a Money Market Mutual Fund Liquidity Facility, or MMLF, the Federal Reserve Bank of Boston will make loans available to eligible financial institutions secured by high-quality assets purchased by the financial institution from money market mutual funds. Money market funds are common investment tools for families, businesses, and a range of companies. The MMLF will assist money market funds in meeting demands for redemptions by households and other investors, enhancing overall market functioning and credit provision to the broader economy. The attached term sheet details the types of assets, including unsecured and secured commercial paper, agency securities, and Treasury securities, that are eligible, as well as additional information. The MMLF program will purchase a broader range of assets, but its structure is very similar to the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility, or AMLF, that operated from late 2008 to early 2010. The MMLF is established by the Federal Reserve under the authority of Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The Department of the Treasury will provide $10 billion of credit protection to the Federal Reserve in connection with the MMLF from the Treasury's Exchange Stabilization Fund. More detailed program terms and conditions and an operational calendar will be published soon."
17-Mar-20,Federal Reserve Board announces establishment of a Primary Dealer Credit Facility (PDCF) to support the credit needs of households and businesses,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200317b.htm,"To support the credit needs of American households and businesses, the Federal Reserve Board on Tuesday announced that it will establish a Primary Dealer Credit Facility, or PDCF. The facility will allow primary dealers to support smooth market functioning and facilitate the availability of credit to businesses and households. The PDCF will offer overnight and term funding with maturities up to 90 days and will be available on March 20, 2020. It will be in place for at least six months and may be extended as conditions warrant. Credit extended to primary dealers under this facility may be collateralized by a broad range of investment grade debt securities, including commercial paper and municipal bonds, and a broad range of equity securities. The interest rate charged will be the primary credit rate, or discount rate, at the Federal Reserve Bank of New York. More detailed terms and conditions and an operational calendar will be subsequently released. The PDCF is established under Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary."
17-Mar-20,Federal Reserve Board announces establishment of a Commercial Paper Funding Facility (CPFF) to support the flow of credit to households and businesses,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200317a.htm,"The Federal Reserve Board announced today that it will establish a Commercial Paper Funding Facility (CPFF) to support the flow of credit to households and businesses. Commercial paper markets directly finance a wide range of economic activity, supplying credit and funding for auto loans and mortgages as well as liquidity to meet the operational needs of a range of companies. By ensuring the smooth functioning of this market, particularly in times of strain, the Federal Reserve is providing credit that will support families, businesses, and jobs across the economy. The CPFF will provide a liquidity backstop to U.S. issuers of commercial paper through a special purpose vehicle (SPV) that will purchase unsecured and asset-backed commercial paper rated A1/P1 (as of March 17, 2020) directly from eligible companies. The CPFF program is established by the Federal Reserve under the authority of Section 13(3) of the Federal Reserve Act, with approval of the Treasury Secretary. The commercial paper market has been under considerable strain in recent days as businesses and households face greater uncertainty in light of the coronavirus outbreak. By eliminating much of the risk that eligible issuers will not be able to repay investors by rolling over their maturing commercial paper obligations, this facility should encourage investors to once again engage in term lending in the commercial paper market. An improved commercial paper market will enhance the ability of businesses to maintain employment and investment as the nation deals with the coronavirus outbreak. The Treasury will provide $10 billion of credit protection to the Federal Reserve in connection with the CPFF from the Treasury's Exchange Stabilization Fund (ESF). The Federal Reserve will then provide financing to the SPV under the CPFF. Its loans will be secured by all of the assets of the SPV. A brief description of the program is attached. More detailed program terms and conditions and an operational calendar will be subsequently published."
17-Mar-20,Federal banking agencies provide banks additional flexibility to support households and businesses,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200317a.htm,"The federal bank regulatory agencies today announced two actions to support the U.S. economy and allow banks to continue lending to households and businesses. They are: A statement encouraging banks to use their resources to support households and businesses; and A technical change to phase in, as intended, the automatic distribution restrictions gradually if a firm's capital levels decline. The statement notes that banks have more than doubled their capital and liquidity levels over the past decade and are now substantially safer and stronger than they were previously. As a result, the agencies are encouraging banks to use that strength to support households and businesses. The statement is substantially similar to one issued by the Federal Reserve Board earlier this week. The technical change is an interim final rule that, if a bank's capital declines by a certain amount, phases in the agencies' automatic distribution restrictions gradually, as intended. Like the statement, the interim final rule facilitates the use of firms' capital buffers to promote lending activity to households and businesses."
16-Mar-20,Federal banking agencies encourage banks to use Federal Reserve discount window,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200316a.htm,"The federal bank regulatory agencies today released a statement encouraging banks to use the Federal Reserve's ""discount window"" so that they can continue supporting households and businesses. The discount window provides short-term loans to banks and plays an important role in supporting the liquidity and stability of the banking system. By providing ready access to funding, the discount window helps depository institutions manage their liquidity risks efficiently and avoid actions that have negative consequences for their customers. Thus, the discount window supports the smooth flow of credit to households and businesses."
15-Mar-20,Federal Reserve issues FOMC statement,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200315a.htm,"The coronavirus outbreak has harmed communities and disrupted economic activity in many countries, including the United States. Global financial conditions have also been significantly affected. Available economic data show that the U.S. economy came into this challenging period on a strong footing. Information received since the Federal Open Market Committee met in January indicates that the labor market remained strong through February and economic activity rose at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending rose at a moderate pace, business fixed investment and exports remained weak. More recently, the energy sector has come under stress. On a 12‑month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation have declined; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The effects of the coronavirus will weigh on economic activity in the near term and pose risks to the economic outlook. In light of these developments, the Committee decided to lower the target range for the federal funds rate to 0 to 1/4 percent. The Committee expects to maintain this target range until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals. This action will help support economic activity, strong labor market conditions, and inflation returning to the Committee's symmetric 2 percent objective. The Committee will continue to monitor the implications of incoming information for the economic outlook, including information related to public health, as well as global developments and muted inflation pressures, and will use its tools and act as appropriate to support the economy. In determining the timing and size of future adjustments to the stance of monetary policy, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments. The Federal Reserve is prepared to use its full range of tools to support the flow of credit to households and businesses and thereby promote its maximum employment and price stability goals. To support the smooth functioning of markets for Treasury securities and agency mortgage-backed securities that are central to the flow of credit to households and businesses, over coming months the Committee will increase its holdings of Treasury securities by at least $500 billion and its holdings of agency mortgage-backed securities by at least $200 billion. The Committee will also reinvest all principal payments from the Federal Reserve's holdings of agency debt and agency mortgage-backed securities in agency mortgage-backed securities. In addition, the Open Market Desk has recently expanded its overnight and term repurchase agreement operations. The Committee will continue to closely monitor market conditions and is prepared to adjust its plans as appropriate. Voting for the monetary policy action were Jerome H. Powell, Chair; John C. Williams, Vice Chair; Michelle W. Bowman; Lael Brainard; Richard H. Clarida; Patrick Harker; Robert S. Kaplan; Neel Kashkari; and Randal K. Quarles. Voting against this action was Loretta J. Mester, who was fully supportive of all of the actions taken to promote the smooth functioning of markets and the flow of credit to households and businesses but preferred to reduce the target range for the federal funds rate to 1/2 to 3/4 percent at this meeting. In a related set of actions to support the credit needs of households and businesses, the Federal Reserve announced measures related to the discount window, intraday credit, bank capital and liquidity buffers, reserve requirements, and—in coordination with other central banks—the U.S. dollar liquidity swap line arrangements. More information can be found on the Federal Reserve Board's website."
15-Mar-20,Federal Reserve Actions to Support the Flow of Credit to Households and Businesses,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200315b.htm,"The Federal Reserve is carefully monitoring credit markets and is prepared to use its full range of tools to support the flow of credit to households and businesses and thereby promote its maximum employment and price stability goals. In addition to actions taken by the Federal Open Market Committee, including actions taken in coordination with other central banks, the Federal Reserve Board announced a series of actions in support of these goals. These actions are summarized below. Discount Window Federal  Reserve lending to depository institutions (the ""discount window"") plays an important role in supporting the liquidity and stability of the banking system and the effective implementation of monetary policy. By providing ready access to funding, the discount window helps depository institutions manage their liquidity risks efficiently and avoid actions that have negative consequences for their customers, such as withdrawing credit during times of market stress. Thus, the discount window supports the smooth flow of credit to households and businesses. Providing liquidity in this way is one of the original purposes of the Federal Reserve System and other central banks around the world. The Federal Reserve encourages depository institutions to turn to the discount window to help meet demands for credit from households and businesses at this time. In support of this goal, the Board today announced that it will lower the primary credit rate by 150 basis points to 0.25 percent, effective March 16, 2020. This reduction in the primary credit rate reflects both the 100 basis point reduction in the target range for the federal funds rate and a 50 basis point narrowing in the primary credit rate relative to the top of the target range. Narrowing the spread of the primary credit rate relative to the general level of overnight interest rates should help encourage more active use of the window by depository institutions to meet unexpected funding needs. To further enhance the role of the discount window as a tool for banks in addressing potential funding pressures, the Board also today announced that depository institutions may borrow from the discount window for periods as long as 90 days, prepayable and renewable by the borrower on a daily basis. The Federal Reserve continues to accept the same broad range of collateral for discount window loans. Intraday Credit The availability of intraday credit from the Federal Reserve supports the smooth functioning of payment systems and the settlement and clearing of transactions across a range of credit markets. The Federal Reserve encourages depository institutions to utilize intraday credit extended by Reserve Banks, on both a collateralized and uncollateralized basis, to support the provision of liquidity to households and businesses and the general smooth functioning of payment systems. Bank Capital and Liquidity Buffers The Federal Reserve is encouraging banks to use their capital and liquidity buffers as they lend to households and businesses who are affected by the coronavirus. Since the global financial crisis of 2007-2008, U.S. bank holding companies have built up substantial levels of capital and liquidity in excess of regulatory minimums and buffers. The largest firms have $1.3 trillion in common equity and hold $2.9 trillion in high quality liquid assets. The U.S. banking agencies have also significantly increased capital and liquidity requirements, including improving the quality of regulatory capital, raising minimum capital requirements, establishing capital and liquidity buffers, and implementing annual capital stress tests. These capital and liquidity buffers are designed to support the economy in adverse situations and allow banks to continue to serve households and businesses. The Federal Reserve supports firms that choose to use their capital and liquidity buffers to lend and undertake other supportive actions in a safe and sound manner. Reserve Requirements For many years, reserve requirements played a central role in the implementation of monetary policy by creating a stable demand for reserves. In January 2019, the FOMC announced its intention to implement monetary policy in an ample reserves regime. Reserve requirements do not play a significant role in this operating framework. In light of the shift to an ample reserves regime, the Board has reduced reserve requirement ratios to zero percent effective on March 26, the beginning of the next reserve maintenance period. This action eliminates reserve requirements for thousands of depository institutions and will help to support lending to households and businesses."
9-Mar-20,Agencies encourage financial institutions to meet financial needs of customers and members affected by coronavirus,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200309a.htm,"Federal financial institution regulators and state regulators today encouraged financial institutions to meet the financial needs of customers and members affected by the coronavirus. The agencies recognize the potential impact of the coronavirus on the customers, members, and operations of many financial institutions and will provide appropriate regulatory assistance to affected institutions subject to their supervision. Regulators note that financial institutions should work constructively with borrowers and other customers in affected communities. Prudent efforts that are consistent with safe and sound lending practices should not be subject to examiner criticism. The agencies understand that many financial institutions may face current staffing and other challenges. In cases in which operational challenges persist, regulators will expedite, as appropriate, any request to provide more convenient availability of services in affected communities. The regulators also will work with affected financial institutions in scheduling examinations or inspections to minimize disruption and burden."
5-Mar-20,2020 National Interagency Community Reinvestment Conference is postponed,Joint Press Release,https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200305a.htm,"After careful consideration of the growing public health concerns associated with the coronavirus (COVID-19), the organizing sponsors of the 2020 National Interagency Community Reinvestment Conference (NICRC), scheduled March 9-12 in Denver, Colorado, have made the decision to postpone the conference. The Federal Reserve, the Office of the Comptroller of the Currency, and the Federal Deposit Insurance Corporation jointly made this decision out of an abundance of caution to help safeguard the health and well-being of the more than 1,300 registered conference participants. The NICRC planning team is working to confirm a date to reschedule the conference as soon as possible later this year."
3-Mar-20,Federal Reserve issues FOMC statement,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200303a.htm,"The fundamentals of the U.S. economy remain strong. However, the coronavirus poses evolving risks to economic activity. In light of these risks and in support of achieving its maximum employment and price stability goals, the Federal Open Market Committee decided today to lower the target range for the federal funds rate by 1/2 percentage point, to 1 to 1‑1/4 percent. The Committee is closely monitoring developments and their implications for the economic outlook and will use its tools and act as appropriate to support the economy."
29-Jan-20,Federal Reserve issues FOMC statement,Press Release,https://www.federalreserve.gov/newsevents/pressreleases/monetary20200129a.htm,"Information received since the Federal Open Market Committee met in December indicates that the labor market remains strong and that economic activity has been rising at a moderate rate. Job gains have been solid, on average, in recent months, and the unemployment rate has remained low. Although household spending has been rising at a moderate pace, business fixed investment and exports remain weak. On a 12‑month basis, overall inflation and inflation for items other than food and energy are running below 2 percent. Market-based measures of inflation compensation remain low; survey-based measures of longer-term inflation expectations are little changed. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. The Committee decided to maintain the target range for the federal funds rate at 1‑1/2 to 1-3/4 percent. The Committee judges that the current stance of monetary policy is appropriate to support sustained expansion of economic activity, strong labor market conditions, and inflation returning to the Committee's symmetric 2 percent objective. The Committee will continue to monitor the implications of incoming information for the economic outlook, including global developments and muted inflation pressures, as it assesses the appropriate path of the target range for the federal funds rate. In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective. This assessment will take into account a wide range of information, including measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial and international developments."
